Name,Company,Price,Star_Rating,Number_of_Ratings,Number_of_Reviews,Processor,RAM,Operating_System,Storage,Warranty
Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,Samsung,119032.0,4.4,70.0,5.0,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,64 bit Windows 11,512.0,1.0
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,ASUS,40990.0,4.2,911.0,47.0,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) NP...,Samsung,130099.0,4.3,19.0,3.0,Intel Core i7 Processor (13th Gen),16 GB DDR4X RAM,Windows 11,1.0,1.0
HP 15 G10 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15 G10 Thin and Light...,HP,29990.0,3.9,280.0,17.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
HP 14s AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1030AU Thin and Light Lap...,HP,35991.0,4.3,798.0,69.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10,512.0,1.0
HP Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5186TU Thin and Light Laptop,HP,37999.0,4.2,281.5,24.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0008TU Thin and Light Laptop,HP,53990.0,4.5,6.0,0.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-FQ5328TU Thin and Ligh...,HP,39999.0,4.0,215.0,13.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,1.0,1.0
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530...,DELL,57990.0,4.2,358.0,16.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
ASUS Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) X1605VA-MB947WS Thin and Light...,ASUS,80999.0,4.2,281.5,24.0,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...,Lenovo,34350.0,4.1,610.0,30.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,HP,59990.0,3.7,70.0,2.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,1.0,1.0
Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and...,Infinix,35399.0,4.2,3951.0,460.0,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11,256.0,1.0
HP 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 14 Thin and Light Laptop,HP,38990.0,4.0,35.0,3.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
Lenovo Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) V15 G3 IAP Thin and Light Laptop,Lenovo,32790.0,4.0,101.0,6.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,DOS,512.0,1.0
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB S...,ASUS,36990.0,4.2,57.0,2.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK322WS Th...,ASUS,32990.0,4.5,135.0,9.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512.0,1.0
DELL Inspiron 3530 Intel Core i7 13th Gen 1355U� - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Th...,DELL,67490.0,4.2,206.0,13.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
MSI Prestige Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows 11 Home) A2VMG-023IN Thin and Light Lap...,MSI,132990.0,4.2,281.5,24.0,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,64 bit Windows 11,1.0,2.0
Apple MacBook Air M4 - (16 GB/256 GB SSD/macOS Sequoia) MC6T4HN/A,Apple,91990.0,4.7,1899.0,135.0,Apple M4 Processor,16 GB Unified Memory RAM,Mac OS,256.0,1.0
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7/ 15IGL7 Thin...,Lenovo,27990.0,3.9,494.0,38.0,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11,512.0,1.0
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,DELL,38490.0,4.2,491.0,36.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11,256.0,1.0
