Name,Company,Price,Star_Rating,Number_of_Ratings,Number_of_Reviews,Processor,RAM,Operating_System,Storage,Warranty
Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windo...,Lenovo,67990.0,4.6,28.0,3.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,1.0,1.0
HP OmniBook X AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home) 14-fe0121QU Thin and Light L...,HP,137999.0,4.2,281.5,24.0,Snapdragon X Elite Processor,16 GB LPDDR5X RAM,Windows 11,1.0,1.0
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,Lenovo,35990.0,4.1,875.0,67.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Samsung Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Linux) NP754XGQ-LS1IN Thin and Light Laptop,Samsung,45390.0,4.2,281.5,24.0,Intel Core 5 Processor,16 GB LPDDR4X RAM,Linux/Ubuntu,512.0,1.0
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,Lenovo,37000.0,4.0,115.0,9.0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad 5 2-in-1 Core 5 120U WUXGA IPS Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 1...,Lenovo,69990.0,4.7,24.0,0.0,Intel Core 5 Processor,16 GB LPDDR5X RAM,Windows 11,512.0,1.0
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin a...,Lenovo,49399.0,4.2,6325.0,426.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
PiBook PhysicsWallah MediaTek MT8788 - (6 GB/128 GB EMMC Storage/Android 11) PW-2401 Laptop,PiBook,13498.0,3.7,10.0,1.0,MediaTek MT8788 Processor,6 GB LPDDR4X RAM,Android,512.0,1.0
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,DELL,34990.0,4.3,4.0,0.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Samsung Galaxy Book4 Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG3IN / NP750XGK-...,Samsung,70499.0,4.6,79.0,6.0,Intel Core 7 Processor,16 GB LPDDR4X RAM,Windows 11,512.0,1.0
Lenovo V 15 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Lig...,Lenovo,45999.0,3.7,57.0,3.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
Lenovo V SERIES Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,Lenovo,44690.0,4.1,92.0,3.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
DELL Inspiron 3530 Intel Core i3 13th Gen N305 - (8 GB/256 GB SSD/Windows 11 Home) New Inspiron 15 Lap...,DELL,37990.0,5.0,7.0,0.0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,"Windows 11, Microsoft Office, Antivirus",256.0,1.0
DELL 14 (2025) Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Pro) 14 Thin and Light Lapto...,DELL,32890.0,3.8,21.0,6.0,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXR3HN/A,Apple,125999.0,4.7,462.0,24.0,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS,512.0,1.0
MSI Modern 14 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN T...,MSI,56990.0,3.9,77.0,6.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
CYNIX GenBook Pro 14 Intel Core i7 13th Gen i7 1355U - (32 GB/1 TB SSD/Windows 11 Home) G14P-i713-3210...,CYNIX,66899.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,Windows 11 Home,1.0,1.0
Lenovo Yoga Book 9 Intel Evo Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 13IRU8 2 ...,Lenovo,174990.0,5.0,6.0,0.0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11,1.0,1.0
DELL Latitude 3550 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,DELL,64490.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,3.0
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,DELL,53990.0,4.2,963.0,54.0,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,1.0,1.0
DELL Intel Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Pro) 5470 Thin and Light Laptop,DELL,28235.0,3.5,165.0,13.0,Intel Celeron Quad Core Processor,8 GB DDR4 RAM,Windows 11,256.0,1.0
DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Latitude 35...,DELL,34990.0,4.2,281.5,24.0,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN14-54H Thin an...,Acer,85900.0,3.6,41.0,1.0,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Home,1.0,1.0
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,53999.0,3.9,13.0,0.0,Intel Core 5 Processor,8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,Acer,80304.0,4.1,172.0,15.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,1.0,1.0
Acer Aspire 14 AI Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) A14-11M Thin and Light La...,Acer,59990.0,4.5,111.0,24.0,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,64 bit Windows 11 Home,512.0,1.0
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,DELL,36490.0,4.3,4924.0,341.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Qualcomm Snapdragon...",ASUS,89990.0,4.2,281.5,24.0,Qualcomm Snapdragon X Elite Processor,16 GB LPDDR5X RAM,Windows 11 Home,512.0,1.0
Lenovo �IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Wi...,Lenovo,64990.0,4.6,28.0,3.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Lenovo,72990.0,4.2,948.0,114.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Ligh...,Lenovo,33849.0,3.8,11.0,1.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
CYNIX GenBook Pro 14 Intel Core i7 13th Gen i7 1355U - (8 GB/1 TB SSD/Windows 11 Home) G14P-i713-08102...,CYNIX,62099.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,1.0,1.0
HP 15s Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5190tu Thin and Light L...,HP,64990.0,4.1,14.0,1.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 16 Plus Laptop,DELL,66990.0,4.3,51.0,2.0,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,Windows 11,512.0,1.0
MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 H D13MG-0...,MSI,54990.0,4.2,32.0,6.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
DELL Inspiron Intel Core i3 11th Gen 115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 ...,DELL,41899.0,4.0,834.0,101.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11,1.0,1.0
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics...,Lenovo,62999.0,4.2,120.0,8.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
CYNIX GenBook Pro 14 Intel Core i7 13th Gen i7 1355U - (32 GB/512 GB SSD/Windows 11 Home) G14P-i713-32...,CYNIX,63099.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,Windows 11 Home,512.0,1.0
Lenovo IdeaPad 3 Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82H803HRIN Laptop,Lenovo,67990.0,4.5,11.0,2.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,"Windows 11, Microsoft Office",512.0,1.0
HP 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,HP,39990.0,4.5,16.0,1.0,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,Lenovo,69590.0,4.4,338.0,28.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
MSI Pulse 17 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,MSI,195990.0,4.8,12.0,1.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1.0,2.0
Lenovo Thinkpad E series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Pro) TPE14G4 Busi...,Lenovo,88550.0,3.0,3.0,0.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,3.0
HP 250R G9 (2025) Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Windows 11 Pro) 250R G9 Thin and Li...,HP,41490.0,4.2,281.5,24.0,Intel Core i3 Processor (13th Gen),32 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,Lenovo,77990.0,4.4,183.0,15.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a...,MSI,46990.0,4.2,279.0,17.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
DELL 14 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) OIN54403001F1RINU1O Thin and ...,DELL,34790.0,3.7,10.0,0.0,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,Windows 11,512.0,1.0
ASUS Expertbook P5 full metal AI PC Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows 11 Home) P5405CS...,ASUS,109990.0,3.8,21.0,0.0,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,Windows 11 Home,1.0,1.0
Lenovo Yoga Slim 7x Next Gen AI PC 3K OLED Full Metal Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 ...,Lenovo,139990.0,4.1,9.0,1.0,Snapdragon X Elite Processor,32 GB LPDDR5X RAM,Windows 11,1.0,1.0
HP Envy 13 AMD Ryzen 7 Octa Core 5800U - (16 GB/512 GB SSD/Windows 11 Home) x360-ay1064au 2 in 1 Lapto...,HP,82990.0,4.2,281.5,24.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) TP E14 Gen 4...,Lenovo,117932.0,3.8,24.0,2.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1.0,1.0
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (24 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Light...,Lenovo,37490.0,4.8,5.0,0.0,Intel Core i3 Processor (13th Gen),24 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
Lenovo LOQ AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/N...,Lenovo,109990.0,4.0,258.0,33.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11,512.0,1.0
MSI Pulse 16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,MSI,142990.0,4.8,5.0,0.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,Windows 11,1.0,2.0
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,Infinix,69990.0,4.4,134.0,15.0,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,64 bit Windows 11,512.0,1.0
ASUS Intel Core Ultra 7 14th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ751WS Laptop,ASUS,119990.0,4.2,281.5,24.0,Intel Core Ultra 7 Processor (14th Gen),16 GB LPDDR5X RAM,Windows 11 Home,1.0,1.0
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 2...",ASUS,77999.0,4.4,39.0,4.0,Intel Core Ultra 5 Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
DELL Inspiron 14 Plus 7440 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) INSPIRON 14 PLUS...,DELL,110000.0,2.3,3.0,1.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,64 bit Windows 11 Home,1.0,1.0
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 ...,Lenovo,58990.0,4.8,9.0,0.0,Intel Core 5 Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
Lenovo Workstation P15v Intel Core i7 12th Gen 12800H - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) ...,Lenovo,170899.0,4.2,281.5,24.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,1.0,3.0
Acer Professional Intel Core i7 13th Gen 1355U with 3year Warranty - (32 GB/1 TB SSD/Windows 11 Pro) T...,Acer,73490.0,3.6,5.0,1.0,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,64 bit Windows 11,1.0,3.0
CHUWI Intel Core i3 12th Gen 1220P - (8 GB/512 GB SSD/Windows 11 Home) Corebook X i3 Laptop,CHUWI,31990.0,3.7,85.0,16.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"WPS Office,  Software",512.0,1.0
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Thin an...,MSI,45945.0,4.4,1518.0,163.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82RK00VWIN Thin and L...,Lenovo,38499.0,4.2,281.5,24.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
ZEBRONICS Pro Series Z Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 5S Th...,ZEBRONICS,40990.0,4.0,254.0,17.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Apple MacBook Air M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCT3HN/A,Apple,134900.0,4.7,462.0,24.0,Apple M3 Processor,16 GB Unified Memory RAM,Mac OS,512.0,1.0
DELL Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 5430 Thin and Light Laptop,DELL,66490.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
Acer Swift X Intel Core i7 11th Gen 11390H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Acer,134999.0,4.2,281.5,24.0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11,1.0,1.0
Samsung Galaxy Book3 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XFG-KB1IN T...,Samsung,48574.0,4.3,1000.0,124.0,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11,512.0,1.0
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,DELL,46790.0,4.1,686.0,45.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
DELL Inspiron 7440 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 2-in-1 2 in 1 L...,DELL,61990.0,4.2,281.5,24.0,Intel Core 3 Processor,8 GB DDR5 RAM,Windows 11,512.0,1.0
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,Lenovo,82990.0,4.3,333.0,40.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8H4HN/A,Apple,107299.0,4.6,630.0,41.0,Apple M3 Processor,16 GB Unified Memory RAM,Mac OS,256.0,1.0
MSI Pulse GL66 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,MSI,122799.0,4.5,182.0,31.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10,1.0,2.0
MSI Prestige 16 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) Prestig...,MSI,147199.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,1.0,2.0
Lenovo LOQ Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Lenovo,102990.0,4.2,360.0,29.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
MICROSOFT 12'' with Type Cover Core 8 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) ...,MICROSOFT,98990.0,4.2,281.5,24.0,Qualcomm Snapdragon X Plus Processor,16 GB LPDDR5X RAM,64 bit Windows 11 Home,512.0,1.0
Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8N4HN/A,Apple,144699.0,4.2,281.5,24.0,Apple M3 Processor,24 GB Unified Memory RAM,Mac OS,512.0,1.0
DELL 5400 Intel Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10) 5400 I5 8TH NON TOUCH REFURB Laptop,DELL,24957.0,2.0,5.0,0.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10,256.0,1.0
"Anweshas Full Panel Laptop Skins Upto 15.6 inch - No Residue, Bubble Free - Removable HD Quality Print...",Anweshas,222.0,3.5,86.0,5.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Anweshas Full Panel Laptop Skins Upto 15.6 inch - No Residue, Bubble Free - Removable HD Quality Print...",Anweshas,247.0,3.9,231.0,16.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Anweshas New Haters Pink Full Panel Laptop Skins Upto 15.6 inch - No Residue, Bubble Free - Removable ...",Anweshas,219.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Finest Card Red Blue Effect Vinyl Laptop Skin Compatible for 15.6 inch,Finest,201.0,4.5,6.0,1.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Anweshas Full Panel Laptop Skins Upto 15.6 inch - No Residue, Bubble Free - Removable HD Quality Print...",Anweshas,222.0,3.3,11.0,1.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Galaxsia Work Like A Captain Quote D1 Laptop Skin vinyl Laptop Skin Compatible for 15.6 inch,Galaxsia,181.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
KALARKARI Laptop Skin Buddha (yellow) Premium viny Laptop Skin/Sticker for laptops Vinyl Laptop Skin C...,KALARKARI,245.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
DWELLSINDIA Doodle art Art Skin for Laptops Upto 15.6 Inch (HD Quality) Vinyl Reusable Laptop Skin Com...,DWELLSINDIA,250.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"SellZone 100-14IBY Internal Laptop-size Laptop Keyboard Compatible with Desktop, Laptop, Mac",SellZone,2238.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
1Goal USB 3.0 to Ethernet Adapter 3-Port USB 3.0 Hub with RJ45 USB 3.0 to 10/100 Wired LAN Network Ada...,1Goal,732.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Anweshas Full Body Laptop Skin Sticker - Geometric Abstract Vector Self Adhesive Vinyl Reusable Laptop...,Anweshas,219.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"UNIXAA Vinyl Laptop Skin Sticker 4IN1 Combo With Screen Guard, Key Guard & Case - 8017 Combo Set",UNIXAA,530.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Anweshas Full Body Laptop Skin Sticker - Bar Hacker No Body Quotes Self Adhesive Vinyl Reusable Laptop...,Anweshas,215.0,3.8,35.0,4.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Vishanrahul MiraeTech 6 Angles Aluminum Tabletop Riser Stand for MacBook, HP, Dell, Lenovo, Notebook A...",Vishanrahul,299.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo Yoga 9 4K OLED Intel Evo Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 14IRP8...,Lenovo,124890.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,1.0,3.0
Samsung Galaxy Book4 360 Evo Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750QGK-KG1IN / N...,Samsung,111699.0,4.4,43.0,3.0,Intel Core 5 Processor,16 GB LPDDR5 RAM,64 bit Windows 11,512.0,1.0
MICROSOFT Surface Pro (11th Edition) AI PC Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) ZHY-...,MICROSOFT,126999.0,4.2,281.5,24.0,Snapdragon X Plus Processor,16 GB LPDDR5X RAM,Windows 11,512.0,1.0
Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2K3HN/A,Apple,319900.0,4.8,4.0,0.0,Apple M4 Max Processor,36 GB Unified Memory RAM,Mac OS,1.0,1.0
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) XL30 Th...,Infinix,29990.0,3.9,1605.0,174.0,Intel Celeron Quad Core Processor (11th Gen),4 GB LPDDR4X RAM,Windows 11,128.0,1.0
MSI Prestige 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) ...,MSI,149990.0,4.2,281.5,24.0,Intel Core Ultra 7 Processor,32 GB LPDDR5 RAM,Windows 11,1.0,2.0
Colorful Evol P-15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,Colorful,99999.0,4.5,129.0,30.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512.0,2.0
ASUS Intel Core 5 1st Gen - (16 GB/512 GB SSD/Windows 11 Home) X1404VAP-EB541WS Laptop,ASUS,51715.0,4.2,281.5,24.0,Intel Core 5 Processor (1st Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Lenovo,97999.0,4.3,333.0,40.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15I...,Lenovo,59490.0,4.3,149.0,17.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,Acer,162399.0,4.5,33.0,0.0,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,Windows 11,1.0,1.0
